MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1001369008,Government National Mortgage,2000-05-23,,No,57.209,,,,Government sponsored agency,Floats,,,Non-callable to,30.4,383736,US,,,,,,,,,,,Gtd Pass Certs due '30,,,,,,,,,,,,Market,,,,,Fedl Credit Agcy,,383736,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Agency,Pass-Through,,United States,M,,Market,14760,No,,,57.209,57.209,,,2030-05-16,,,,,,,,,,Gtd Pass Certs,,,,14760,,,,,,,Federal and federally-sponsored credit agencies,6111,,,,,,,,,,D. of Columbia,,,57.209,,,,,,383736,,6111,,Floa,2000,,,Y,1204787.0,1125033.0,,,Primary Business not Hi-Tech,6111,,,,,2000-07-24,2000-07-24,,,,,,,GNMA,
1001605001,Bayerische Hypo-und Vereins-,2000-05-01,,No,50,,,,Commercial bank,7.070,,,Non-callable to,1,07272F,US,,,,,,,,,,,7.070% CDs due '01,,,,HVM,,,,,,,,Market,Market,,,,Commercial Bank,,07280Q,,,,,,,,,,,,OTC,OTC,,,Aa3,,,,U.S. Public,,,,United States,M,,Market,14733,No,,,50,50,,,2001-05-03,,,,,,,,,,CDs,,,,14733,,,,,,,"Commercial banks, nec",6029,,,None,,,,,,,New York,,,50,,,,,,07280Q,B5M1SM3,6000,,Mark,2000,,,Y,1478785.0,1377951.0,,,Primary Business not Hi-Tech,6029,,,,,,,,,,,,,,
1001645001,Federal Home Loan Banks,2000-05-01,,No,15,,,,Federal credit agency,8.050,100,,Non-callable un,2,313388,US,3133MBGR2,,,,,,,,,,8.050% Bonds due '10,,,,,,,,,,,,3.000,0.300,,,,Fedl Credit Agcy,,313388,,,,US3133MBGR24,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2002-05-24,,Market,14754,No,,,15,15,,,2010-05-24,,,,,,2.5,0.25,,,Bonds,,,,14754,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,15,,0.045,,Comb.,Comb.,313388,,6019,,Mark,2000,,2,Y,1478786.0,1377952.0,,,Primary Business not Hi-Tech,6019,,,2002-05-24,2002-05-24,,,,,,,,,,
1001647001,Federal Home Loan Banks,2000-05-01,,No,100,,,,Federal credit agency,7.100,100,,Non-callable un,0.3,313388,US,3133MBGP6,,,,,,,,,,7.100% Bonds due '01,,,,,,,,,,,,0.350,0.035,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2000-08-22,,Market,14752,No,,,100,100,,,2001-05-22,,,,,,0.25,0.025,,,Bonds,,,,14752,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,100,,0.035,,Comb.,Comb.,313388,,6019,,Mark,2000,,0.3,Y,1478818.0,1377976.0,,,Primary Business not Hi-Tech,6019,,,2000-08-22,2000-08-22,2000-05-23,2000-05-23,,,,,,,,
1001649001,Federal Home Loan Banks,2000-05-01,,No,50,,,,Federal credit agency,7.320,100,,Non-callable un,0.5,313388,US,3133MBGL5,,,,,,,,,,7.320% Bonds due '01,,,,,,,,,,,,1.000,0.100,,,,Fedl Credit Agcy,,313388,,,,US3133MBGL53,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2000-11-16,,Market,14746,No,,,50,50,,,2001-11-16,,,,,,0.75,0.075,,,Bonds,,,,14746,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,50,,0.05,,Comb.,Comb.,313388,,6019,,Mark,2000,,0.5,Y,1478787.0,1377953.0,,,Primary Business not Hi-Tech,6019,,,2000-11-16,2000-11-16,,,,,,,,,,
1001651001,Federal Home Loan Banks,2000-05-01,,No,25,,,,Federal credit agency,7.360,100,,Non-callable un,1,313388,US,3133MBGJ0,,,,,,,,,,7.360% Bonds due '02,,,,,,,,,,,,1.250,0.125,,,,Fedl Credit Agcy,,313388,,,,US3133MBGJ08,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-05-22,,Market,14752,No,,,25,25,,,2002-11-22,,,,,,0.75,0.075,,,Bonds,,,,14752,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,25,,0.031,,Comb.,Comb.,313388,,6019,,Mark,2000,,1,Y,1478788.0,1377954.0,,,Primary Business not Hi-Tech,6019,,,2001-05-22,2001-05-22,2000-05-23,2000-05-23,,,,,,,,
1001652001,Federal Home Loan Banks,2000-05-01,,No,15,,,,Federal credit agency,7.540,100,,Non-callable un,2,313388,US,3133MBGG6,,,,,,,,,,7.540% Bonds due '05,,,,,,,,,,,,2.000,0.200,,,,Fedl Credit Agcy,,313388,,,,US3133MBGG68,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2002-05-23,,Market,14753,No,,,15,15,,,2005-05-23,,,,,,1.5,0.15,,,Bonds,,,,14753,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,15,,0.03,,Comb.,Comb.,313388,,6019,,Mark,2000,,2,Y,1478789.0,1377955.0,,,Primary Business not Hi-Tech,6019,,,2002-05-23,2002-05-23,2000-05-24,2000-05-24,,,,,,,,
1001653001,Federal Home Loan Banks,2000-05-01,,No,50,,,,Federal credit agency,7.400,100,,Non-callable un,1,313388,US,3133MBGE1,,,,,,,,,,7.400% Bonds due '03,,,,,,,,,,,,1.500,0.150,,,,Fedl Credit Agcy,,313388,,,,US3133MBGE11,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-05-21,,Market,14752,No,,,50,50,,,2003-05-21,,,,,,1.25,0.125,,,Bonds,,,,14752,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,50,,0.075,,Comb.,Comb.,313388,,6019,,Mark,2000,,1,Y,1478790.0,1377956.0,,,Primary Business not Hi-Tech,6019,,,2001-05-21,2001-05-21,2000-05-23,2000-05-23,,,,,,,,
1001656001,Federal Home Loan Banks,2000-05-01,,No,15,,,,Federal credit agency,8.050,100,,Non-callable un,0.3,313388,US,3133MBGD3,,,,,,,,,,8.050% Bonds due '07,,,,,,,,,,,,2.500,0.250,,,,Fedl Credit Agcy,,313388,,,,US3133MBGD38,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2000-08-22,,Market,14752,No,,,15,15,,,2007-05-22,,,,,,2,0.2,,,Bonds,,,,14752,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,15,,0.038,,Comb.,Comb.,313388,,6019,,Mark,2000,,0.3,Y,1478791.0,1377957.0,,,Primary Business not Hi-Tech,6019,,,2000-08-22,2000-08-22,2000-05-23,2000-05-23,,,,,,,,
1001659001,Federal Home Loan Banks,2000-05-01,,No,60,,,,Federal credit agency,7.220,100,,Non-callable un,1,313388,US,3133MBGC5,,,,,,,,,,7.220% Bonds due '02,,,,,,,,,,,,1.250,0.125,,,,Fedl Credit Agcy,,313388,,,,US3133MBGC54,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-05-23,,Market,14753,No,,,60,60,,,2002-05-23,,,,,,1,0.1,,,Bonds,,,,14753,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,60,,0.075,,Comb.,Comb.,313388,,6019,,Mark,2000,,1,Y,1478794.0,1377960.0,,,Primary Business not Hi-Tech,6019,,,2001-05-23,2001-05-23,2000-05-24,2000-05-24,,,,,,,,
1001664001,Freddie Mac,2000-05-01,,No,25,,,205,Mtg sec fin co,8.000,100,,Non-callable un,3,313400,US,312902XK0,,,,,,,,,,8.000% Medium-Term Nts due '15,FMCC,,OTC,FNM,,,,,,,,3.000,0.300,,,,Fedl Credit Agcy,,313400,,,,US312902XK07,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2003-05-22,,100.000,14752,No,,,25,25,,,2015-05-22,,2,,,,2.5,0.25,,,Medium-Term Nts,2334150,,,14752,,,,,,,Federal and federally-sponsored credit agencies,6111,313400,,None,,,,,,,Virginia,FNM,,25,,0.075,,Comb.,Comb.,313400,2334150,6111,,8.00,2000,,3,Y,1478796.0,1377962.0,0.2,,Primary Business not Hi-Tech,6111,,,2003-05-22,2003-05-22,2000-05-30,2000-05-30,,,,,,,,
1001670001,Federal Home Loan Banks,2000-05-01,,No,150,,,,Federal credit agency,6.750,,,Non-callable to,1,313388,US,3133MBGH4,,,,,,,,,,6.750% Bonds due '01,,,,,,,,,,,,Market,Market,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comp.,Comp.,U.S. Public,,,,United States,M,,Market,14734,No,,,149.835,549.391,,,2001-05-04,,,,,,,,,,Bonds,,,,14734,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,550,,,,Comp.,Comp.,313388,,6019,,Mark,2000,,,Y,1478799.0,1377965.0,,,Primary Business not Hi-Tech,6019,,,,,2000-06-29,2000-06-29,,,,,,,,
1001686001,Freddie Mac,2000-05-01,,No,70,,,86,Mtg sec fin co,7.500,100,,Non-callable un,1,313400,US,312902XJ3,,,,,,,,,,7.500% Medium-Term Nts due '03,FMCC,,OTC,FNM,,,,,,,,1.500,0.150,,,,Fedl Credit Agcy,,313400,,,,US312902XJ34,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-05-23,,100.000,14753,No,,,70,70,,,2003-05-23,,0.5,,,,1,0.1,,,Medium-Term Nts,2334150,,,14753,,,,,,,Federal and federally-sponsored credit agencies,6111,313400,,None,,,,,,,Virginia,FNM,,70,,0.105,,Comb.,Comb.,313400,2334150,6111,,7.50,2000,,1,Y,1478819.0,1377977.0,0.05,,Primary Business not Hi-Tech,6111,,,2001-05-23,2001-05-23,2000-05-30,2000-05-30,,,,,,,,
1001713008,Fannie Mae,2000-05-01,,No,108.9,5,,,Pvd loan svcs,Floats,,,Clean up Call,,313586,US,31359X3F4,,,,,,,,,,Gtd Pass Certs due '29,FNMA,,New York,FNM,,,,,,,2922,Market,,,,,Fedl Credit Agcy,,313586,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Agency,Pass-Through,,United States,,,Market,14760,No,,,108.9,925.305,,,2029-05-25,,,,,,,,,,Gtd Pass Certs,2333889,,,14760,,,,,,,Federal and federally-sponsored credit agencies,6111,313586,,,,,,,,,D. of Columbia,FNM,,925.305,,,,,,313586,2333889,6111,,Floa,2000,,,N,1204816.0,1124972.0,,,Primary Business not Hi-Tech,6111,,,,,2000-05-30,2000-05-30,,,,,,,FNMA,
1001715001,Freddie Mac,2000-05-01,,No,50,,,145,Mtg sec fin co,8.000,100,,Non-callable un,0.3,313400,US,312902XH7,,,,,,,,,,8.000% Medium-Term Nts due '05,FMCC,,OTC,FNM,,,,,,,,2.000,0.200,,,,Fedl Credit Agcy,,313400,,,,US312902XH77,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2000-08-23,,100.000,14753,No,,,50,50,,,2005-11-23,,1.25,,,,1.5,0.15,,,Medium-Term Nts,2334150,,,14753,,,,,,,Federal and federally-sponsored credit agencies,6111,313400,,None,,,,,,,Virginia,FNM,,50,,0.1,,Comb.,Comb.,313400,2334150,6111,,8.00,2000,,0.3,Y,1478827.0,1377985.0,0.125,,Primary Business not Hi-Tech,6111,,,2000-08-23,2000-08-23,2000-05-25,2000-05-25,,,,,,,,
1001716001,Federal Home Loan Banks,2000-05-01,,No,22,,,,Federal credit agency,6.750,,,Non-callable to,1,313388,US,3133MBGH4,,,,,,,,,,6.750% Bonds due '01,,,,,,,,,,,,Market,Market,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comp.,Comp.,U.S. Public,,,,United States,M,,Market,14734,No,,,21.965,21.965,,,2001-05-04,,,,,,,,,,Bonds,,,,14734,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,22,,,,Comp.,Comp.,313388,,6019,,Mark,2000,,,Y,1478816.0,1377974.0,,,Primary Business not Hi-Tech,6019,,,,,2000-06-06,2000-06-06,,,,,,,,
1001724001,Federal Home Loan Banks,2000-05-01,,No,1000,,,84,Federal credit agency,6.750,,,Non-callable to,2,313388,US,,,,,,,,,,,6.750% Global Bonds due '02,,,,,,,,,,,,,,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,,,,United States,M,,99.269,14734,No,,,992.69,992.69,,,2002-05-01,,,,,,,,,,Global Bonds,,,,14734,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,1000,,,,,,313388,,6019,,7.52,2000,,,Y,1478828.0,1377986.0,,,Primary Business not Hi-Tech,6019,,,,,,,,,,,,,,
